longitude,latitude,Plant_Code,Plant_Name,Utility_Name,City,County,StateName,PrimSource,Install_MW,Total_MW
-70.709444,42.111667,58410,Marshfield PV,Terraform Arcadia,Marshfield,Plymouth,Massachusetts,solar,3,3
-72.293889,42.585,58411,Orange PV,Terraform Arcadia,Orange,Franklin,Massachusetts,solar,2,2
-71.435556,42.428333,58412,Maynard PV,Terraform Arcadia,Maynard,Middlesex,Massachusetts,solar,1,1
-91.394444,40.955,58414,NLMU Wind,New London Municipal Utilities,New London,Henry,Iowa,wind,1.5,1.5
-85.013333,40.066667,58416,Headwaters Wind Farm LLC,Headwaters Wind Farm LLC,Winchester,Randolph,Indiana,wind,200,200
-116.865517,34.398059,58417,Lone Valley Solar Park I LLC,Lone Valley Solar Park I LLC,Lucerne Valley,San Bernardino,California,solar,10,10
-117.466667,34.501111,58418,Victor Dry Farm Ranch A,"Sustainable Power Group, LLC",Victorville,San Bernardino,California,solar,5,5
-117.471111,34.497778,58419,Victor Dry Farm Ranch B,"Sustainable Power Group, LLC",Victorville,San Bernardino,California,solar,5,5
-76.39,41.7675,58420,Hamilton Liberty,Hamilton Liberty O&M LLC,Towanda,Bradford,Pennsylvania,natural gas,870,765
-118.530556,34.243333,58422,CSU Northridge Plant,"California State University, Northridge",Northridge,Los Angeles,California,solar,0.6,0.4
-71.992868,42.047361,58423,Southbridge PV,Terraform Arcadia,Southbridge,Worcester,Massachusetts,solar,3,3
-97.440278,27.832222,58424,Harbor Wind LLC,Harbor Wind Tenant LLC,Corpus Christi,Nueces,Texas,wind,9,9
-150.243611,61.13,58425,Fire Island Wind,Fire Island Wind LLC,Anchorage,Anchorage,Alaska,wind,18,18
-76.839167,41.180833,58426,Hamilton Patriot Generation Plant,Hamilton Patriot O & M LLC,Montgomery,Lycoming,Pennsylvania,natural gas,870,795
-84.551667,42.719722,58427,Lansing BWL REO Town Plant,Lansing Board of Water and Light,Lansing,Ingham,Michigan,natural gas,98,74.9
-91.181389,30.410556,58428,LSU Cogen,LSU and A&M College,Baton Rouge,East Baton Rouge,Louisiana,natural gas,19.6,20.6
-118.519188,34.335678,58429,Sunshine Gas Producers,Sunshine Gas Producers LLC,Sylmar,Los Angeles,California,other,23,20
-115.647778,32.686944,58430,Centinela Solar Energy,"CD Arevon USA, Inc.",Calexico,Imperial,California,solar,174.8,170
-89.3875,35.408611,58431,West Tennessee Solar Farm,UT West Tennessee Solar Farm,Stanton,Haywood,Tennessee,solar,4.2,4.2
-119.083056,34.179722,58432,Houweling Nurseries,Houweling's Tomatoes,Camarillo,Ventura,California,natural gas,13.2,13.2
-75.62974,39.610083,58433,Red Lion Energy Center,"Diamond State Generation Partners, LLC",New Castle,New Castle,Delaware,natural gas,25,25
-92.980833,41.369722,58434,Red Rock Hydro Plant,Western Minnesota Mun Pwr Agny,Pella,Marion,Iowa,hydroelectric,36.4,55
-121.728889,37.754444,58435,Ameresco Vasco Road,"Ameresco Vasco Road, LLC",Livermore,Alameda,California,other,4.4,4.2
-120.929722,38.029722,58436,Ameresco San Joaquin,"Ameresco San Joaquin, LLC",Linden,San Joaquin,California,other,4.4,4.2
-121.185104,37.883406,58437,Ameresco Forward,"Ameresco Forward, LLC",Manteca,San Joaquin,California,other,4.4,4.2
-103.854722,44.478333,58438,Spearfish Hydro,City of Spearfish,Spearfish,Lawrence,South Dakota,hydroelectric,4,4
-81.589167,41.555556,58439,Collinwood BioEnergy Facility,Collinwood BioEnergy,Cleveland,Cuyahoga,Ohio,other,1,1
-118.390833,34.145,58440,CBS Studio Center,Crestmark Bank,Los Angeles,Los Angeles,California,natural gas,2.4,2.4
-120.753056,47.139167,58441,Swauk Wind LLC,Gamesa Wind US LLC,Thorp,Kittitas,Washington,wind,4.3,4.3
-76.061667,40.107778,58443,Martin Limestone Solar Array,Sunstream Energy LLC,New Holland,Lancaster,Pennsylvania,solar,1,1
-94.269167,42.098889,58444,Junction Hilltop Wind Farm,Junction Hilltop Management LLC,Dana,Greene,Iowa,wind,8,8
-118.051111,34.655,58445,Arrache 4006,CD US Solar MT 2 LLC,Palmdale,Los Angeles,California,solar,2,2
-118.051944,34.650556,58446,Arrache 4013,CD US Solar MT 2 LLC,Palmdale,Los Angeles,California,solar,1.5,1.5
-118.061111,34.647778,58447,Arrache 8083,CD US Solar MT 2 LLC,Palmdale,Los Angeles,California,solar,4,4
-117.154444,34.509167,58448,Nunn,CD US Solar MT 2 LLC,Apple Valley,San Bernardino,California,solar,1,1
-118.163056,34.643889,58449,Rutan,CD US Solar MT 2 LLC,Palmdale,Los Angeles,California,solar,4,4
-118.061389,34.668889,58450,Vinam,CD US Solar MT 2 LLC,Lancaster,Los Angeles,California,solar,1.5,1.5
-118.0625,34.695278,58451,Ma,CD US Solar MT 2 LLC,Lancaster,Los Angeles,California,solar,1.5,1.5
-118.274167,34.708889,58452,Horn,CD US Solar MT 2 LLC,Lancaster,Los Angeles,California,solar,1.5,1.5
-81.410833,35.199167,58453,Dixon Dairy Road Solar,Palmetto Power Management LLC,Kings Mountain,Cleveland,North Carolina,solar,4,4
-117.642222,34.600833,58454,Watts 3115,CD US Solar MT 2 LLC,Adelanto,San Bernardino,California,solar,2,2
-121.152778,44.528056,58455,45 Mile Hydroelectric Project,EBD Hydro LLC,Culver,Jefferson,Oregon,hydroelectric,3,3
-94.434722,41.226944,58456,Cumberland Rose,"Cumberland Rose Wind Energy, LLC",Orient,Adair,Iowa,wind,1.6,1.6
-94.57,41.338889,58457,Fontanelle,"Forward Fontanelle Power, LLC",Fontanelle,Adair,Iowa,wind,1.6,1.6
-94.485,41.29,58458,Greenfield Wind,"Greenfield Wind Power, LLC",Greenfield,Adair,Iowa,wind,1.6,1.6
-94.445833,41.39,58459,Meadow Ridge,"Meadow Ridge Wind Energy, LLC",Greenfield,Adair,Iowa,wind,1.6,1.6
-94.485,41.29,58460,Sky Volt,"Sky Volt, LLC",Greenfield,Adair,Iowa,wind,1.6,1.6
-94.876389,41.391944,58461,Wiota,"Wiota Wind Energy, LLC #1",Wiota,Cass,Iowa,wind,1.6,1.6
-114.739722,33.694722,58462,McCoy Solar Energy Project Hybrid,"McCoy Solar, LLC",Blythe,Riverside,California,solar,500.6,500.6
-76.799444,38.545556,58463,Herbert Farm Solar,SMECO Solar LLC,Hughesville,Charles,Maryland,solar,5.5,5.5
-103.325,34.746944,58464,Broadview Energy Prime LLC,BayWa r.e Wind LLC,Grady,Curry,New Mexico,wind,9.9,9.9
-103.305,34.728056,58465,Broadview Energy Prime 2 LLC,BayWa r.e Wind LLC,Grady,Curry,New Mexico,wind,9.9,9.9
-115.726389,32.753333,58467,Campo Verde Solar,Southern Power Co,El Centro,Imperial,California,solar,147.4,139
-157.919444,21.336389,58469,HNL Emergency Power Facility,Hawaiian Electric Co Inc,Honolulu,Honolulu,Hawaii,other,10,10
-121.685,42.165833,58470,C-Drop Hydro,C-Drop,Klamath Falls,Klamath,Oregon,hydroelectric,1.1,1.1
-102.585556,32.069167,58471,Ector County Energy Center,Invenergy Services LLC,Goldsmith,Ector,Texas,natural gas,358.8,300
-120.913611,38.277778,58472,Buena Vista Biomass Power,Buena Vista Biomass LLC,Ione,Amador,California,other,22.5,17.8
-75.400542,38.663992,58473,Bruce A Henry Solar Farm,Delaware Electric Cooperative,Georgetown,Sussex,Delaware,solar,4,3.9
-101.076111,37.620833,58474,Buffalo Dunes Wind Project,Buffalo Dunes Wind Project LLC,Satanta,Haskell,Kansas,wind,249.8,249.8
-82.833056,40.260278,58475,Battery Utility of Ohio,Battery Utility of Ohio LLC,Sunbury,Delaware,Ohio,other,4,4
-76.17603,40.086463,58476,Dart Container Corp,Dart Container Corp,Leola,Lancaster,Pennsylvania,other,11.2,9.2
-115.035278,36.134444,58477,Las Vegas WPCF Solar Plant,City of Las Vegas,Las Vegas,Clark,Nevada,solar,3.3,3.3
-91.192778,29.691111,58478,LEPA Unit No. 1,Louisiana Energy & Power Authority,Morgan City,St Mary,Louisiana,natural gas,74.1,66
-104.506944,33.351111,58479,SEV NM Phase 2,"Altus Power America Management, LLC",Roswell,Chaves,New Mexico,solar,2,1.4
-76.710556,35.875,58480,Plymouth Solar LLC,SunEnergy1,Plymouth,Washington,North Carolina,solar,5,5
-104.58,38.306111,58481,CSU Pueblo,"SSA Solar of CO 1, LLC",Pueblo,Pueblo,Colorado,solar,1,1
-82.591667,32.980833,58482,"Azalea Solar, LLC",Dominion Renewable Energy,Davisboro,Washington,Georgia,solar,7.7,7.7
-74.084167,40.263889,58483,Tinton Falls Solar Farm,Tinton Falls Solar,Tinton Falls,Monmouth,New Jersey,solar,16,16
-84.394444,33.655,58484,MAS ASB Cogen Plant,"Cube District Energy, LLC",Atlanta,Fulton,Georgia,natural gas,6.6,6.6
-84.343056,32.920833,58485,Upson Rocky Creek Solar Plant,Axium US Solar Holdings LLC,Thomaston,Upson,Georgia,solar,1,1
-111.242778,32.369722,58486,"Picture Rocks Solar, LLC",Goldman Sachs Renewable Power Group,Marana,Pima,Arizona,solar,20,20
-78.593889,36.411667,58487,Granville Solar PV Power Project,Southern Power Co,Oxford,Granville,North Carolina,solar,2.5,2.5
-104.3,29.6,58488,"Bryan Solar, LLC",Goldman Sachs Renewable Power Group,Presidio,Presidio,Texas,solar,10,10
-114.97,36.39,58489,Apex Solar PV Power Project,Southern Power Co,North Las Vegas,Clark,Nevada,solar,20,20
-114.87,36.23,58490,Spectrum Solar PV Power Project,Southern Power Co,Las Vegas,Clark,Nevada,solar,30.2,30
-77.954167,35.868333,58491,"Sandy Cross Solar, LLC","Oppidum Renewables USA, LLC",Elm City,Nash,North Carolina,solar,1.2,1.2
-80.600556,36.461111,58492,"Ararat Rock Solar, LLC","Oppidum Renewables USA, LLC",Mount Airy,Surry,North Carolina,solar,3.5,3.5
-78.250833,35.948056,58493,"Progress Solar 1, LLC","Oppidum Renewables USA, LLC",Bunn,Franklin,North Carolina,solar,4,4
-79.0975,34.476111,58494,"Progress Solar II, LLC","Oppidum Renewables USA, LLC",Fairmont,Robeson,North Carolina,solar,3.5,3.5
-79.353889,34.714167,58495,"Progress Solar III, LLC","Oppidum Renewables USA, LLC",Maxton,Robeson,North Carolina,solar,3.5,3.5
-87.260278,41.462778,58496,Lincoln Solar,Ecos Energy LLC,Merrillville,Lake,Indiana,solar,1.5,1.5
-76.145556,40.090556,58497,L&S Sweetners,EDL Inc,Leola,Lancaster,Pennsylvania,other,3.2,3.2
-118.246944,34.9,58498,RE Rosamond One LLC,Gamma Genco CV II LLC,Rosamond,Kern,California,solar,20,20
-118.238333,34.900278,58499,RE Rosamond Two LLC,Gamma Genco CV II LLC,Rosamond,Kern,California,solar,20,20
-118.16451,35.00745,58500,RE Rio Grande Solar LLC,Gamma Genco CV II LLC,Mojave,Kern,California,solar,5,5
-112.665833,33.026389,58501,RE Gillespie 1 LLC,Gamma Genco CV II LLC,Gila Bend,Maricopa,Arizona,solar,15,15
-118.164167,35.024722,58502,RE Columbia 3 LLC,Gamma Genco CV II LLC,Mojave,Kern,California,solar,10,10
-119.813056,45.698611,58503,Carty Generating Station,Portland General Electric Co,Boardman,Morrow,Oregon,natural gas,500,416.3
-74.43,40.523611,58504,Livingston Solar Farm,"Rutgers, The State University of NJ",Piscataway,Middlesex,New Jersey,solar,1.2,1.2
-74.438333,40.5275,58505,Livingston Solar Canopies,"Rutgers, The State University of NJ",Piscataway,Middlesex,New Jersey,solar,6.6,6.4
-114.918056,33.568333,58506,Chuckawalla Solar,"Altus Power America Management, LLC",Blythe,Riverside,California,solar,4,4
-73.880278,40.881389,58507,Montefieor Medical Center Moses Division,Montefiore Medical Center Moses Division,Bronx,Bronx,New York,natural gas,18,16.3
-121.148889,38.136389,58508,Bear Creek Solar,Ecos Energy LLC,Lodi,San Joaquin,California,solar,1.5,1.5
-120.68287,35.55795,58509,Vintner Solar,Ecos Energy LLC,Templeton,San Luis Obispo,California,solar,1.5,1.5
-121.14122,38.12139,58510,Kettleman Solar Project,Ecos Energy LLC,Lodi,San Joaquin,California,solar,1,1
-145.596667,64.013889,58511,Delta Wind Farm,Alaska Environmental Power,Delta Junction,Southeast Fairbanks,Alaska,wind,1.9,1.9
-75.043889,39.439722,58512,Cornerstone Power Vineland I LLC,"Altus Power America Management, LLC",Vineland,Cumberland,New Jersey,solar,3.1,3.1
-114.918056,33.565,58513,Ironwood Solar LLC,"Altus Power America Management, LLC",Blythe,Riverside,California,solar,4,4
-116.53,33.923056,58514,Desert Hot Springs Solar,Consolidated Edison Solutions Inc,Desert Hot Springs,Riverside,California,solar,2.3,2.2
-85.208617,35.024583,58515,Chattanooga Metropolitan Airport Solar,Chattanooga Metropolitan Airport,Chattanooga,Hamilton,Tennessee,solar,2.7,1.9
-111.738611,32.936944,58516,Union HS at Casa Grande,"Constellation Solar Holding, LLC",Casa Grande,Pinal,Arizona,solar,1.6,1.6
-111.713056,32.891389,58517,Vista Grande HS at Casa Grande,"Constellation Solar Holding, LLC",Casa Grande,Pinal,Arizona,solar,1.8,1.4
-74.735,40.000556,58519,Alethea I,"Syncarpha Alethea I, LLC",Eastampton,Burlington,New Jersey,solar,2.8,2.8
-105.971111,32.976389,58520,Otero Solar,PNM Resources,La Luz,Otero,New Mexico,solar,8,8
-106.654444,34.746667,58521,Manzano Solar,PNM Resources,Los Lunas,Valencia,New Mexico,solar,8.4,8.4
-120.046667,36.941111,58522,Madera Community Hospital,"Ahana Renewables, LLC",Madera,Madera,California,solar,1,1
-114.2409,48.3877,58523,Stoltze CoGen1,F H Stoltze Land & Lumber Co,Columbia Falls,Flathead,Montana,other,2.8,3
-78.498889,35.714444,58524,Neuse River Solar Farm,CleanCapital,Raleigh,Wake,North Carolina,solar,1.1,1.1
-122.139717,37.633526,58525,City of Hayward WWTP,City of Hayward,Hayward,Alameda,California,solar,2.7,2.7
-79.964939,35.332974,58526,Uwharrie Mountain Renewable,"Uwharrie Mountain Renewable Energy, LLC",Mt. Gilead,Montgomery,North Carolina,other,9.6,9.6
-115.5325,32.967222,58527,Crown Cooling Facility,Five Crowns Inc,Brawley,Imperial,California,solar,1,1
-116.5431,33.8906,58528,Garnet Solar Generation Station I LLC,Garnet Solar Generation Station I LLC,Palm Springs,Riverside,California,solar,4,4
-79.447222,34.756389,58529,Progress Manis I,Greenbacker Renewable Energy Corporation,Laurinburg,Scotland,North Carolina,solar,1,1
-79.525833,34.704722,58531,North Carolina Solar Bethea I,Greenbacker Renewable Energy Corporation,Laurinburg,Scotland,North Carolina,solar,1,1
-118.323889,38.836667,58533,Don A Campbell 1 Geothermal,"ORNI 47, LLC",Gabbs,Mineral,Nevada,geothermal,22.5,14.8
-71.419444,42.636389,58534,Westford Solar Park,Goldman Sachs Renewable Power Group,Westford,Middlesex,Massachusetts,solar,4,4
-75.488056,40.120556,58535,Pickering Solar,Aqua America Inc,Phoenixville,Chester,Pennsylvania,solar,1.5,1.4
-74.187778,40.352222,58536,Cornerstone Power Holmdel LLC,OCI Solar Power,Holmdel,Monmouth,New Jersey,solar,3,3
-98.444722,29.271667,58537,OCI Alamo Solar I Hybrid,OCI Solar Power,San Antonio,Bexar,Texas,solar,41.7,41.7
-78.986111,36.288056,58538,PCSP3 Airport,Carolina Solar Energy LLC,Timberlake,Person,North Carolina,solar,2.5,2.5
-112.24,33.820556,58539,Lake Pleasant WTP,Goldman Sachs Renewable Power Group,Peoria,Maricopa,Arizona,solar,6.5,6
-108.248056,32.713889,58540,Silver City WWTP PV Project,"Affordable Solar Silver City, LLC",Silver City,Grant,New Mexico,solar,1,1
-72.49,43.79,58541,SunGen Sharon 1 LLC,SunGen Sharon 1 LLC,Sharon,Windsor,Vermont,solar,1.8,1.8
-115.3947,33.8055,58542,"Desert Sunlight 250, LLC","NextEra Energy Desert Sunlight 250, LLC",Desert Center,Riverside,California,solar,249.7,249.7
-111.802355,33.355862,58543,"Gilbert Solar Facility I, LLC","Gilbert Solar Facility I, LLC",Gilbert,Maricopa,Arizona,solar,2,2.5
-114.964444,36.390556,58544,Mountain View Solar,NextEra Energy Mountain View Solar,North Las Vegas,Clark,Nevada,solar,20,20
-115.481944,32.982778,58545,Community Solar 1,NRG Solar Community 1 LLC,Brawley,Imperial,California,solar,5.7,5.7
-86.28,42.175833,58546,Watervliet,EDL Inc,Watervliet,Berrien,Michigan,other,4,4
-108.785556,38.2725,58547,SMPA Solar 1 Community Solar,"San Miguel Power Assn, Inc",Bedrock,Montrose,Colorado,solar,1,1
-104.832222,37.772222,58548,Huerfano River Wind,"Huerfano River Wind, LLC",Walsenburg,Huerfano,Colorado,wind,8,8
-159.581667,21.901944,58549,Port Allen Solar,Kaieie Waho Company LLC,Eleele,Kauai,Hawaii,solar,6,6
-73.865,42.586944,58550,Owens Corning at Bethlehem,"Constellation Solar Holding, LLC",Bethlehem,Albany,New York,solar,2,2
-73.211111,41.168056,58551,"Bridgeport Fuel Cell, LLC","Bridgeport Fuel Cell, LLC",Bridgeport,Fairfield,Connecticut,natural gas,16.6,13.7
-85.985556,39.662778,58552,"Indy Solar I, LLC",Dominion Renewable Energy,Indianapolis,Marion,Indiana,solar,10,10
-86.259722,39.659444,58553,"Indy Solar III, LLC",Dominion Renewable Energy,Indianapolis,Marion,Indiana,solar,8.6,8.6
-72.445833,41.955,58554,"Somers Solar Center, LLC",Dominion Renewable Energy,Somers,Tolland,Connecticut,solar,5,5
-85.985556,39.662778,58556,"Indy Solar II, LLC",Dominion Renewable Energy,Indianapolis,Marion,Indiana,solar,10.1,10
-112.864167,33.345,58557,Mesquite Generating Station Block 1,Salt River Project,Arlington,Maricopa,Arizona,natural gas,691.6,595
-77.543056,34.7975,58558,Onslow Power Producers,"Cube District Energy, LLC",Jacksonville,Onslow,North Carolina,other,2,1.9
-87.544444,36.540556,58559,Bi-County Gas Producers,"Cube District Energy, LLC",Woodlawn,Montgomery,Tennessee,other,3,2.8
-78.873333,36.701389,58560,Halifax County Biomass,South Boston Energy LLC,South Boston,Halifax,Virginia,other,49.9,44.3
-70.991944,42.833056,58561,Merrimac Solar,Consolidated Edison Development Inc.,Merrimac,Essex,Massachusetts,solar,1.5,1.5
-106.211944,31.823889,58562,Montana Power Station,El Paso Electric Co,El Paso,El Paso,Texas,natural gas,527.2,352
-93.906389,44.435556,58563,Hometown Bio Energy LLC,Hometown Bio Energy LLC,Le Sueur,Le Sueur,Minnesota,other,8,7.6
-75.018056,40.4825,58564,Frenchtown III Solar,Consolidated Edison Development Inc.,Frenchtown,Hunterdon,New Jersey,solar,7.9,7.9
-77.125278,39.950278,58565,Gettysburg Energy & Nutrient Rec Facility,Gettysburg Energy and Nutrient Rec Facility LLC,York Springs,Adams,Pennsylvania,other,3.3,2.5
-72.538333,42.145278,58568,Cottage Street Solar Facility,Western Massachusetts Electric Company,Springfield,Hampden,Massachusetts,solar,3.2,3.2
-75.2225,39.835833,58569,Paradise Solar Energy Center,"Paradise Solar Urban Renewal, LLC",West Deptford,Gloucester,New Jersey,solar,5,5
-112.581111,38.560278,58570,Enel Cove Fort,Enel Cove Fort LLC,Cove Fort,Beaver,Utah,geothermal,25,25
-118.026944,46.421111,58571,Tucannon River Wind Farm,Portland General Electric Co,Dayton,Columbia,Washington,wind,266.8,266.8
-83.055,31.026944,58572,Lakeland Solar Energy LLC,Invenergy Services LLC,Lakeland,Lanier,Georgia,solar,1.8,1.8
-106.943056,39.648056,58574,Eagle Valley Clean Energy LLC Biomass,Eagle Valley Clean Energy LLC,Gypsum,Eagle,Colorado,other,12.6,12.6
-77.659167,35.268333,58575,Smithfield Packaged Meats Corp.,Smithfield Packaged Meats Corp,Kinston,Lenoir,North Carolina,other,9.2,9.2
-104.4,33.3,58576,GSE NM1,"Altus Power America Management, LLC",Dexter,Chaves,New Mexico,solar,2.3,1.7
-87.200556,38.327222,58577,Veolia ES Blackfoot Landfill Facility,Southern Indiana Gas & Elec Co,Winslow,Pike,Indiana,other,3.2,2.2
-120.528723,37.889753,58578,Sonora 1,Greenbacker Renewable Energy Corporation,Jamestown,Tuolumne,California,solar,1.5,1.5
-96.39,43.638611,58579,Laverne Battery,Northern States Power Co - Minnesota,Beaver Creek,Rock,Minnesota,other,1.1,1
-83.297778,43.757778,58580,Pheasant Run Wind LLC,Pheasant Run Wind LLC,Pigeon,Huron,Michigan,wind,74.8,74.8
-117.531111,34.043889,58581,Oltmans SCE at Champagne,California PV Energy LLC,Ontario,San Bernardino,California,solar,1,1
-117.596111,34.05,58582,Oltmans SCE at Jurupa,California PV Energy LLC,Ontario,San Bernardino,California,solar,1.5,1.5
-71.338889,41.773056,58583,Forbes Street Solar,"Forbes Street Solar, LLC",East Providence,Providence,Rhode Island,solar,3,3
-74.657222,40.341389,58584,Princeton University Cogeneration,Trustees of Princeton University,Princeton,Mercer,New Jersey,natural gas,20,20
-121.815278,39.724167,58585,Sierra Nevada Brewing Co Hybrid,Sierra Nevada Brewing Co,Chico,Butte,California,natural gas,4.2,3.6
-70.955833,42.051111,58586,Town of East Bridgewater CSG,Tesla Inc.,East Bridgewater,Plymouth,Massachusetts,solar,2,2
-83.566944,43.526944,58587,Tuscola Wind II LLC,Tuscola Wind II LLC,Reese,Tuscola,Michigan,wind,100.3,100.3
-106.657778,35.313333,58588,Sue Cleveland High School,Terraform Arcadia,Rio Rancho,Sandoval,New Mexico,solar,1,1
-106.667778,35.264444,58589,Rio Rancho High School,Terraform Arcadia,Rio Rancho,Sandoval,New Mexico,solar,1,1
-116.234444,34.157222,58590,Cascade Solar,Cascade Solar LLC,Joshua Tree,San Bernardino,California,solar,18.5,18.5
-123.804167,45.414444,58591,POTB Digester,"Tillamook BioGas, LLC Digester",Tillamook,Tillamook,Oregon,other,1,1
-115.47,33.08,58592,Solar Gen 2 Solar Facility,Southern Power Co,Calipatria,Imperial,California,solar,163.2,150
-121.501389,38.573889,58593,DGS Central Utility Plant,State of CA DGS BPM,Sacramento,Sacramento,California,natural gas,3.9,3.9
-96.952222,40.048889,58594,Steele Flats Wind Project LLC,Steele Flats Wind Project LLC,Diller,Jefferson,Nebraska,wind,74.8,74.8
-71.780556,43.560833,58595,Indeck Energy-Alexandria,"Indeck Energy-Alexandria, LLC",Alexandria,Grafton,New Hampshire,other,16,15.2
-101.310833,35.238333,58596,"Grandview Wind Farm, LLC",RWE Renewables Americas LLC,Panhandle,Carson,Texas,wind,211.2,211.2
-111.841667,40.763056,58597,HTW Plant 303 COGEN,The University of Utah,Salt Lake City,Salt Lake,Utah,natural gas,7.4,5.6
-113.645833,37.639167,58598,Beryl Solar Plant,"Evergreen Wind, LLC",Beryl,Iron,Utah,solar,3,3
-113.09,37.807778,58599,Cedar Valley Solar Plant,"Evergreen Wind, LLC",Cedar City,Iron,Utah,solar,3,3
-112.731667,38.023333,58600,Buckhorn Solar Plant,"Evergreen Wind, LLC",Paragonah,Iron,Utah,solar,3,3
-113.008333,38.291389,58601,Milford Flat Solar Plant,"Evergreen Wind, LLC",Milford,Beaver,Utah,solar,3,3
-113.035556,38.291389,58602,Laho Solar Plant,Goldman Sachs Renewable Power Group,Milford,Beaver,Utah,solar,3,3
-112.735833,38.256111,58603,Greenville Solar Plant,"Evergreen Wind, LLC",Milford,Beaver,Utah,solar,2.2,2.2
-112.988889,38.402778,58604,Granite Peak Solar Plant,"Evergreen Wind, LLC",Milford,Beaver,Utah,solar,3,3
-78.154167,35.313889,58605,Blueberry One,Cypress Creek Renewables,Grantham,Wayne,North Carolina,solar,5,5
-122.394167,37.793333,58607,One Market Plaza,Paramount Group Inc,San Francisco,San Francisco,California,natural gas,1.5,1.5
-70.381111,44.593333,58608,Saddleback Ridge Wind Farm,"Saddleback Ridge Wind, LLC",Carthage,Franklin,Maine,wind,34.2,34.2
-117.456944,34.553056,58609,Industry Solar Power Generation Station 1 LLC,"Sustainable Power Group, LLC",Adelanto,San Bernardino,California,solar,1.5,1.5
-117.191111,34.551111,58610,Navajo Solar Power Generation Station 1 LLC,"Sustainable Power Group, LLC",Apple Valley,San Bernardino,California,solar,1.5,1.5
-117.145,34.496944,58611,Powhatan Solar Power Generation Station 1 LLC,"Sustainable Power Group, LLC",Apple Valley,San Bernardino,California,solar,1.5,1.5
-117.191944,34.545,58612,Otoe Solar Power Generation Station 1 LLC,"Sustainable Power Group, LLC",Apple Valley,San Bernardino,California,solar,1.5,1.5
-97.640077,27.580489,58614,Patriot Wind Farm,Avangrid Renewables LLC,Bishop,Nueces,Texas,wind,226.1,226.1
-86.233611,39.79,58615,Indianapolis Motor Speedway Solar PV,"Blue Renewable Energy IMS, LLC",Indianapolis,Marion,Indiana,solar,9,9
-120.075833,36.138056,58616,Westlands Solar PV Farm,"Westlands Solar Farms, LLC",Huron,Fresno,California,solar,18,18
-92.469167,44.064722,58617,Water Reclamation Plant,City of Rochester,Rochester,Olmsted,Minnesota,other,2,0.6
-82.38,29.623056,58618,Butler Plaza,CF Gainesville Owner One LLC,Gainesville,Alachua,Florida,solar,1.2,1.2
-122.402778,37.795556,58619,Transamerica Pyramid,Transamerica Pyramid Properties LLC,San Francisco,San Francisco,California,natural gas,1,1
-70.303056,44.514722,58620,Canton Mountain Wind,Canton Mountain Wind LLC,Canton,Oxford,Maine,wind,22.8,22.8
-115.546389,32.803333,58621,Sol Orchard El Centro PV,"Sol Orchard Imperial 1, LLC",El Centro,Imperial,California,solar,20,20
-105.208889,40.324167,58622,Carter Hydro,Northern Colorado Water Conservancy District,Berthoud,Larimer,Colorado,hydroelectric,2.6,2.6
-79.340833,34.774167,58623,Holstein Plant,"Holstein Holdings, LLC",Maxton,Scotland,North Carolina,solar,20,20
-73.405278,42.114444,58624,Berkshire 1,PPS Berkshire Solar LLC,Sheffield,Berkshire,Massachusetts,solar,1.8,1.8
-121.886944,37.719167,58625,Santa Rita Jail Hybrid,County of Alameda GSA,Dublin,Alameda,California,other,4.9,4.9
-118.324722,34.681667,58626,Western Antelope Blue Sky Ranch A,"Sustainable Power Group, LLC",Lancaster,Los Angeles,California,solar,20,19
-118.320278,34.688889,58627,Western Antelope Dry Ranch,"Sustainable Power Group, LLC",Lancaster,Los Angeles,California,solar,10,10
-83.675833,33.678056,58628,Simon Solar Farm LLC,Simon Solar Farm LLC,Social Circle,Walton,Georgia,solar,30,30
-108.838333,32.144722,58629,"Lightning Dock Geothermal HI-01, LLC","Lightning Dock Geothermal HI-01, LLC",Animas,Hidalgo,New Mexico,geothermal,19.2,8.6
-83.893333,40.449444,58630,RP Wind,Consolidated Edison Solutions Inc,Russells Point,Logan,Ohio,wind,3.4,3.4
-76.016389,39.031667,58631,Queen Anne's County,Tesla Inc.,Centreville,Queen Annes,Maryland,solar,2,2
-110.863333,32.1825,58632,Actus Lend Lease DMAFB,Tesla Inc.,Tucson,Pima,Arizona,solar,3,3
-121.787778,36.721111,58633,Monterey Regional Water Pollution Control Agency,Tesla Inc.,Marina,Monterey,California,solar,1,1
-118.058889,34.695833,58634,Lancaster Baptist Church,Tesla Inc.,Lancaster,Los Angeles,California,solar,1,1
-87.582778,41.790556,58635,Museum of Science and Industry,Museum of Science and Industry,Chicago,Cook,Illinois,natural gas,1.7,1.7
-121.416791,38.554802,58636,Sacramento Fairbain Water Treatment Plant,Tesla Inc.,Sacramento,Sacramento,California,solar,1,1
-80.811667,35.2625,58638,Orbit Energy Charlotte,"Entropy Investment Management, LLC",Charlotte,Mecklenburg,North Carolina,other,5.2,5.2
-159.303056,22.131667,58639,KRS I Anahola Solar Hybrid,Kauai Island Utility Cooperative,Anahola,Kauai,Hawaii,solar,18,18
-159.45,21.900833,58640,KRS II Koloa Solar,Kauai Island Utility Cooperative,Koloa,Kauai,Hawaii,solar,12,12
-119.42,36.2,58642,Tulare 1 and 2,"CD Arevon USA, Inc.",Tulare,Tulare,California,solar,3,3
